"","date","username","tweet","hashtags","link"
"814","3/25/2022","0320erick","yung solid ang supporta sayo ng bansa dahil alam nilang ikaw ang nararapat  ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/0320Erick/status/1507299766686072836"
"815","3/25/2022","0220lance","si ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/0220Lance/status/1507298423888039940"
"816","3/25/2022","0120michael","simula ng tumakbo ka sobrang idolo na kita sa kakayahan mong maglingkod sa bansa mabuhay ka ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/0120Michael/status/1507296691233628163"
"817","3/25/2022","0120michael","you got my vote ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/0120Michael/status/1507295741386973184"
"818","3/25/2022","gomezshairaaa","sa larangan ng pamumuno si ","['lacsonsottopanalottayo', 'pingdigmaan']","https://twitter.com/GomezShairaaa/status/1507294437835087873"
"819","3/25/2022","villamerarthur","mapapandemya o giyera sa ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/VillamerArthur/status/1507293871125934083"
"820","3/25/2022","villamerarthur","best leader talaga si ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/VillamerArthur/status/1507293019631890433"
"821","3/25/2022","palermocamille","ito ang presidente dito tayo sa gawa hindi puro salita ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/PalermoCamille/status/1507286741342093317"
"822","3/25/2022","ignaciochels","best leader we need in our country may paninindigan god bless you more ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/IgnacioChels/status/1507283358316855298"
"823","3/25/2022","celebredavid","  agree ka tunying walang katulad si sen  for a long run his good heart service will always remain  ","['pingdigmaan', 'lacsonsotto2022']","https://twitter.com/CelebreDavid/status/1507250199072104452"
"824","3/25/2022","celebredavid","and that is our sen   matapang at maganda ang hangarin para sa bansa hindi kailangan manira ng iba para umangat salute to you sir <U+0001F389> ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/CelebreDavid/status/1507249913452654598"
"825","3/25/2022","celebredavid"," and that is our sen   matapang at maganda ang hangarin para sa bansa hindi kailangan manira ng iba para umangat salute to you sir <U+0001F389> ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/CelebreDavid/status/1507249864236699650"
"826","3/25/2022","celebredavid","napakasipag at makatao ni sen  nakakabilib ang kanyang mga plataporma at plano para sa bansa we will support you  ","['pingdigmaan', 'lacsonsotto2022']","https://twitter.com/CelebreDavid/status/1507249580357808128"
"827","3/25/2022","celebredavid","   napakasipag at makatao ni sen  nakakabilib ang kanyang mga plataporma at plano para sa bansa we will support you  ","['pingdigmaan', 'lacsonsotto2022']","https://twitter.com/CelebreDavid/status/1507249522048581632"
"828","3/24/2022","bacolarry","nakakabilib ka talaga ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/BacoLarry/status/1506964544270532617"
"829","3/24/2022","bacolarry","leader na may magandang pamumuno kay ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/BacoLarry/status/1506963819519963136"
"830","3/24/2022","bacolarry","si ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/BacoLarry/status/1506960236955185159"
"831","3/24/2022","marinaanastaci6","si sen  ang presidente ko sainyo ko po ipagkakatiwala ang 6 na taon ng buhay ko <U+0001F49B>  ","['lacsonsotto2022', 'pingdigmaan']","https://twitter.com/MarinaAnastaci6/status/1506899704084279296"
"832","3/24/2022","gwapingofficial","perfect        ","['gwaping', 'sinongpanggiyeramo', 'lacsonsottopanalotayo', 'pingdigmaan', '5presidentpinglacson', '9vicepresidenttitosotto']","https://twitter.com/gwaPINGOfficial/status/1506813328525762561"
"833","3/23/2022","yssatiu","choose wisely my president is ping lacson ","['pingdigmaan']","https://twitter.com/YssaTiu/status/1506525354986717184"
"834","3/23/2022","yssatiu","we need a leader who concerned about the people ","['pingdigmaan']","https://twitter.com/YssaTiu/status/1506525129299628033"
"835","3/22/2022","nicovelasco17","nakakahanga po talaga ang inyong conviction para po sa amin kayo po ang pinakakarapatdapat sen  kasama nyo po kami sa laban  ","['pingdigmaan', 'lacsonsotto2022']","https://twitter.com/NicoVelasco17/status/1506146934100168704"
"836","3/22/2022","yssatiu","we should unite for ping lacson   ","['pingdigmaan', 'lacson2022']","https://twitter.com/YssaTiu/status/1506141483216547840"
"837","3/22/2022","stan_pilipinas","found this on facebook para sa mga naghahanap ng resibo ni ping lacson ito na po <U+0001F604>    ","['pingdigmaan']","https://twitter.com/Stan_Pilipinas/status/1506086724635545600"
"838","3/27/2022","alwayswfo","not that i disagree with some casual statements amp deep down wishes but such off the cuff remarks are like ill mannered youth spouting up the point of conflict we need a real leader now  our last two  have had very little if any real diplomatic acumen  ","['potus', 'weneedaleader']","https://twitter.com/alwayswfo/status/1507999083205738501"
"839","3/24/2022","gabrielledevera","","['weneedaleader']","https://twitter.com/GabrielleDeVera/status/1506945915613237251"
"840","3/24/2022","nhitschie","pwede na sir   sa next event ng    ","['kakampink', 'weneedaleader', 'lenirobredo2022']","https://twitter.com/nhitschie/status/1506900784822493184"
"841","3/24/2022","arn_is_old","  great respect to you sir you truly is a leader that this country needs but your numbers are low the greatest sacrifice that you can do for the country is to give way to   in the presidential race   ","['angatbuhaylahat', 'letlenilead2022', 'weneedaleader']","https://twitter.com/arn_is_old/status/1506883069269086209"
"842","3/24/2022","jaereports","well said for leni robredo we shall spearhead efforts to win with inclusivity and mutual respect for the overall development and progress of our nation the philippines     ","['letlenilead2022', 'gobyernongtapat', 'angatbuhaylahat', 'weneedaleader']","https://twitter.com/jaereports/status/1506856178110038017"
"843","3/24/2022","vanessacseb","right balance of inspire and enforce senator ping lacson should be president ping lacson <U+0001F60A><U+0001F44D><U+0001F3FB><U+0001F499>     <U+0001F1F5><U+0001F1ED>","['phvotelacson', 'chooseping', 'weneedaleader', 'sinongpanggiyeramo']","https://twitter.com/vanessacseb/status/1506680458645426178"
"844","3/23/2022","remo27999534","awareness drive continues in calumpit and malolos bulacan    ","['weneedaleader', 'lacsonsottopanalotayo', 'aayusinanggobyerno']","https://twitter.com/Remo27999534/status/1506648347955802114"
"845","3/23/2022","boldypayang","wala naman kasing kaalam alam si baby m sa ganyang mga bagay walang solidong plataporma para sa lahat tapos iboboto niyo sana magising kayo sa katotohanan     ","['weneedaleader', 'weneedachange', 'switchtoping']","https://twitter.com/BoldyPayang/status/1506497527582920705"
"846","3/22/2022","boldypayang","wala kasi silang maipintas sa kapwa kandidato lalong lalo na kay ping kaya di niyo mahihila pababa si sen ping lacson vote wisely vote ping lacson   ","['weneedaleader', 'mostqualifiedcandidate']","https://twitter.com/BoldyPayang/status/1506113539366215682"
"847","3/28/2022","vanessacseb","basahin nyo po yung article nang buo ang ganda <U+0001F60A> vote according to conscience  is the leader we need <U+0001F44D><U+0001F3FC><U+0001F1F5><U+0001F1ED>   <U+0001F525>","['sinongpanggiyeramo', 'pinglacsonhanggangdulo']","https://twitter.com/vanessacseb/status/1508295473245089795"
"848","3/28/2022","vanessacseb"," good read <U+0001F44D><U+0001F3FC>    <U+0001F525>","['sinongpanggiyeramo', 'pinglacsonhanggangdulo']","https://twitter.com/vanessacseb/status/1508295007031406594"
"849","3/28/2022","vanessacseb","napakaganda talaga ng brave platform ni sen ping budget reform advocacy for village empowerment borne of years of experience in public service amp witnessing whats wrong with the system empower the lgus empower the filipinos  ","['sinongpanggiyeramo', 'pinglacsonhanggangdulo']","https://twitter.com/vanessacseb/status/1508125547872010245"
"850","3/27/2022","pamsantiago07","thank you kay senator ping lacson sa pagiging dedicated para tugisin ang mga manloloko sa gobyerno <U+0001F4AF>  isa ka talaga sa mga may malasakit sa pilipino  hindi para sa sariling interes o interes ng iba      ","['pinglacsonhanggangdulo', 'sinongpanggiyeramo', 'lacsonsottopanalotayo']","https://twitter.com/pamsantiago07/status/1507974764530262018"
"851","3/26/2022","pamsantiago07","iangat natin ang antas ng pagpili ng mamumuno para sa bayan <U+0001F4AF>  para sa totoong pagbabago ping lacson lang ang may kakayahan patinuin ang nasa hanay ng gobyerno   nagawa na niya noon plano palang nila ngayon   vote wisely     ","['pinglacsonhanggangdulo', 'sinongpanggiyeramo']","https://twitter.com/pamsantiago07/status/1507537503166771201"
