"","date","username","tweet","hashtags","link"
"159","3/16/2022","benjaminakakpo3","together ghanafu lets rock this  on the   <U+0001F4AA><U+0001F3FE><U+0001F1EC><U+0001F1ED><U+270C><U+0001F3FE><U+0001F525><U+0001F64C><U+0001F3FE>    ","['wonderfulwednesday', 'amshow', 'forgodandcountry', 'joynews', 'amshow']","https://twitter.com/BenjaminAkakpo3/status/1503984026629165058"
"160","3/16/2022","tinagmensah","its an honor to be recognized and adjudged the best deputy minister of health 2021 by faks investigative services   <U+0001F1EC><U+0001F1ED> ","['forgodandcountry']","https://twitter.com/TinaGMensah/status/1503861784234672134"
"161","3/16/2022","chaplaingary1","and now you can see why i say this is my favorite animal  gods creation is filled with beauty and enough joy to promote a smile if only you will look    ","['chaplainlife', 'forgodandcountry', 'alabamang']","https://twitter.com/ChaplainGary1/status/1503797607562457091"
"162","3/15/2022","drprinceharmah","the simple road to success is to give your best every day in all you do this is also the hardest thing to do but with discipline you can train yourself to be consistent and successful have a productive week       ","['forgodandcountry', 'kwesimintsim', 'dpha']","https://twitter.com/drprinceharmah/status/1503649041950941185"
"163","3/15/2022","clumce3","register amp please share  libreng pabahay trabaho para sa lahat pang kabuhayan at marami pa   mag register lang sa ","['panaloangpilipino', 'forgodandcountry', 'mannypacquiaoforpresident']","https://twitter.com/Clumce3/status/1503603141430091776"
"164","3/20/2022","mlastandard","q5 sa inyong pangangampanya ano ang inyong natutunan na lalong nagpatibay ng inyong mga plano para sa mga mamamayang pilipino       ","['mstandardbewiser', 'mstandardphelection2022', 'pilipinasdebates2022', 'votesafepilipinas', 'panaloangmahirap']","https://twitter.com/MlaStandard/status/1505464363251085314"
"165","3/20/2022","mlastandard","followup question ano ang inyong paninindigan pagdating sa mga proposal na gawin na lamang 4day work week ngayon para makatipid ang mga empleyado pero ito ay inooppose ng mga employer      ","['mstandardbewiser', 'mstandardphelection2022', 'votesafepilipinas', 'panaloangmahirap']","https://twitter.com/MlaStandard/status/1505453039917752326"
"166","3/20/2022","mlastandard","q4 ano ang gagawin mo para matiyak na sapat ang trabaho matatag ang kabuhayan at dekalidad o up to standard ang kasanayan ng mga gagraduate ngayon at papasok sa mundo ng paggawa      ","['mstandardbewiser', 'mstandardphelection2022', 'votesafepilipinas', 'panaloangmahirap']","https://twitter.com/MlaStandard/status/1505437991015264256"
"167","3/20/2022","mlastandard","q3 sa tingin mo sa puntong ito ang pilipinas ba ay handa na sa isa na namang covid19 surge kung hindi paano mo palalakasin ang pagtugon kung nakaupo ka na sa puwesto       ","['mstandardbewiser', 'mstandardphelection2022', 'pilipinasdebates2022', 'votesafepilipinas', 'panaloangmahirap']","https://twitter.com/MlaStandard/status/1505230436800217090"
"168","3/19/2022","mlastandard","q2 sa iyong pananaw nagtagumpay ba ang build build build program at kung kayoy maluklok itutuloy niyo ba ito yes or no why or why not        ","['mstandardbewiser', 'mstandardphelection2022', 'pilipinasdebates2022', 'votesafepilipinas', 'lacsonsottopanalotayo', 'panaloangmahirap']","https://twitter.com/MlaStandard/status/1505187740262047748"
